date,datetime,open,high,low,close,volume,symbol
2019-09-19,2019-09-19T09:01:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:02:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:03:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:04:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:05:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:06:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:07:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:08:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:09:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:10:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:11:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:12:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:13:00+0900,514,514,514,514,0,225860
2019-09-19,2019-09-19T09:14:00+0900,514,514,514,514,1,225860
