date,datetime,open,high,low,close,volume,symbol
2019-09-20,2019-09-20T09:01:00+0900,794,797,787,790,1225,219550
2019-09-20,2019-09-20T09:02:00+0900,794,797,787,790,0,219550
2019-09-20,2019-09-20T09:03:00+0900,794,797,787,790,0,219550
2019-09-20,2019-09-20T09:04:00+0900,794,797,787,790,0,219550
2019-09-20,2019-09-20T09:05:00+0900,789,793,789,793,2,219550
2019-09-20,2019-09-20T09:06:00+0900,789,793,789,793,0,219550
2019-09-20,2019-09-20T09:07:00+0900,789,793,789,793,0,219550
2019-09-20,2019-09-20T09:08:00+0900,789,789,789,789,60,219550
2019-09-20,2019-09-20T09:09:00+0900,788,788,788,788,1,219550
2019-09-20,2019-09-20T09:10:00+0900,788,788,788,788,0,219550
2019-09-20,2019-09-20T09:11:00+0900,787,787,787,787,1,219550
2019-09-20,2019-09-20T09:12:00+0900,788,788,788,788,32,219550
2019-09-20,2019-09-20T09:13:00+0900,788,788,788,788,0,219550
2019-09-20,2019-09-20T09:14:00+0900,788,788,788,788,0,219550
2019-09-20,2019-09-20T09:15:00+0900,788,788,788,788,0,219550
2019-09-20,2019-09-20T09:16:00+0900,790,790,790,790,126,219550
2019-09-20,2019-09-20T09:17:00+0900,790,790,790,790,0,219550
2019-09-20,2019-09-20T09:18:00+0900,790,790,790,790,0,219550
2019-09-20,2019-09-20T09:19:00+0900,790,790,790,790,5,219550
2019-09-20,2019-09-20T09:20:00+0900,790,790,790,790,1000,219550
2019-09-20,2019-09-20T09:21:00+0900,791,791,791,791,1,219550
2019-09-20,2019-09-20T09:22:00+0900,791,791,791,791,0,219550
2019-09-20,2019-09-20T09:23:00+0900,791,791,791,791,0,219550
2019-09-20,2019-09-20T09:24:00+0900,791,791,791,791,51,219550
2019-09-20,2019-09-20T09:25:00+0900,791,791,791,791,0,219550
2019-09-20,2019-09-20T09:26:00+0900,791,791,791,791,0,219550
2019-09-20,2019-09-20T09:27:00+0900,791,791,791,791,0,219550
2019-09-20,2019-09-20T09:28:00+0900,791,791,791,791,0,219550
2019-09-20,2019-09-20T09:29:00+0900,791,791,791,791,0,219550
2019-09-20,2019-09-20T09:30:00+0900,791,791,791,791,37,219550
2019-09-20,2019-09-20T09:31:00+0900,791,791,791,791,0,219550
2019-09-20,2019-09-20T09:32:00+0900,791,791,791,791,0,219550
2019-09-20,2019-09-20T09:33:00+0900,789,789,788,788,1702,219550
2019-09-20,2019-09-20T09:34:00+0900,791,791,787,787,3,219550
2019-09-20,2019-09-20T09:35:00+0900,787,791,787,791,1062,219550
2019-09-20,2019-09-20T09:36:00+0900,791,791,791,791,18,219550
2019-09-20,2019-09-20T09:37:00+0900,791,791,791,791,20,219550
2019-09-20,2019-09-20T09:38:00+0900,791,791,791,791,0,219550
2019-09-20,2019-09-20T09:39:00+0900,790,790,787,787,2128,219550
2019-09-20,2019-09-20T09:40:00+0900,791,791,790,791,1005,219550
2019-09-20,2019-09-20T09:41:00+0900,790,790,790,790,934,219550
2019-09-20,2019-09-20T09:42:00+0900,791,791,787,787,21,219550
2019-09-20,2019-09-20T09:43:00+0900,787,790,787,790,1101,219550
2019-09-20,2019-09-20T09:44:00+0900,787,790,787,790,0,219550
2019-09-20,2019-09-20T09:45:00+0900,787,790,787,790,0,219550
2019-09-20,2019-09-20T09:46:00+0900,789,789,789,789,200,219550
2019-09-20,2019-09-20T09:47:00+0900,789,789,789,789,100,219550
2019-09-20,2019-09-20T09:48:00+0900,789,789,789,789,0,219550
2019-09-20,2019-09-20T09:49:00+0900,789,789,789,789,0,219550
2019-09-20,2019-09-20T09:50:00+0900,789,789,789,789,100,219550
2019-09-20,2019-09-20T09:51:00+0900,789,789,789,789,0,219550
2019-09-20,2019-09-20T09:52:00+0900,789,789,789,789,0,219550
2019-09-20,2019-09-20T09:53:00+0900,789,789,789,789,0,219550
2019-09-20,2019-09-20T09:54:00+0900,788,788,787,787,4135,219550
2019-09-20,2019-09-20T09:55:00+0900,787,787,786,786,2,219550
2019-09-20,2019-09-20T09:56:00+0900,787,787,787,787,1264,219550
2019-09-20,2019-09-20T09:57:00+0900,787,787,787,787,0,219550
2019-09-20,2019-09-20T09:58:00+0900,789,789,789,789,1,219550
2019-09-20,2019-09-20T09:59:00+0900,789,789,789,789,0,219550
2019-09-20,2019-09-20T10:00:00+0900,789,789,789,789,0,219550
2019-09-20,2019-09-20T10:01:00+0900,789,789,789,789,0,219550
2019-09-20,2019-09-20T10:02:00+0900,789,789,789,789,0,219550
2019-09-20,2019-09-20T10:03:00+0900,789,789,789,789,1,219550
2019-09-20,2019-09-20T10:04:00+0900,789,790,789,790,2262,219550
2019-09-20,2019-09-20T10:05:00+0900,789,790,789,790,0,219550
