date,datetime,open,high,low,close,volume,symbol
2019-09-20,2019-09-20T09:01:00+0900,2370,2370,2370,2370,39,083650
2019-09-20,2019-09-20T09:02:00+0900,2365,2370,2365,2370,384,083650
2019-09-20,2019-09-20T09:03:00+0900,2370,2370,2370,2370,170,083650
2019-09-20,2019-09-20T09:04:00+0900,2370,2370,2370,2370,0,083650
2019-09-20,2019-09-20T09:05:00+0900,2370,2370,2370,2370,0,083650
2019-09-20,2019-09-20T09:06:00+0900,2350,2350,2350,2350,709,083650
2019-09-20,2019-09-20T09:07:00+0900,2350,2350,2350,2350,1600,083650
2019-09-20,2019-09-20T09:08:00+0900,2370,2380,2370,2380,1953,083650
2019-09-20,2019-09-20T09:09:00+0900,2395,2395,2395,2395,352,083650
2019-09-20,2019-09-20T09:10:00+0900,2395,2410,2390,2410,2665,083650
2019-09-20,2019-09-20T09:11:00+0900,2410,2410,2395,2410,2538,083650
2019-09-20,2019-09-20T09:12:00+0900,2415,2440,2410,2440,4062,083650
2019-09-20,2019-09-20T09:13:00+0900,2420,2425,2420,2420,114,083650
2019-09-20,2019-09-20T09:14:00+0900,2420,2420,2385,2390,13467,083650
2019-09-20,2019-09-20T09:15:00+0900,2400,2415,2390,2415,242,083650
2019-09-20,2019-09-20T09:16:00+0900,2395,2415,2395,2415,61,083650
2019-09-20,2019-09-20T09:17:00+0900,2415,2420,2415,2420,3577,083650
2019-09-20,2019-09-20T09:18:00+0900,2420,2420,2405,2410,377,083650
2019-09-20,2019-09-20T09:19:00+0900,2420,2420,2405,2410,0,083650
2019-09-20,2019-09-20T09:20:00+0900,2410,2415,2405,2410,230,083650
2019-09-20,2019-09-20T09:21:00+0900,2415,2415,2415,2415,11,083650
2019-09-20,2019-09-20T09:22:00+0900,2400,2415,2400,2400,76,083650
2019-09-20,2019-09-20T09:23:00+0900,2415,2415,2405,2415,105,083650
2019-09-20,2019-09-20T09:24:00+0900,2415,2415,2405,2415,0,083650
2019-09-20,2019-09-20T09:25:00+0900,2410,2415,2405,2415,126,083650
2019-09-20,2019-09-20T09:26:00+0900,2410,2415,2405,2415,0,083650
2019-09-20,2019-09-20T09:27:00+0900,2410,2415,2405,2415,0,083650
2019-09-20,2019-09-20T09:28:00+0900,2400,2410,2400,2410,1724,083650
2019-09-20,2019-09-20T09:29:00+0900,2410,2410,2410,2410,203,083650
2019-09-20,2019-09-20T09:30:00+0900,2410,2410,2410,2410,0,083650
2019-09-20,2019-09-20T09:31:00+0900,2400,2410,2400,2410,3509,083650
2019-09-20,2019-09-20T09:32:00+0900,2400,2410,2400,2410,0,083650
2019-09-20,2019-09-20T09:33:00+0900,2400,2410,2400,2410,0,083650
2019-09-20,2019-09-20T09:34:00+0900,2400,2410,2400,2410,0,083650
2019-09-20,2019-09-20T09:35:00+0900,2405,2405,2400,2400,34,083650
2019-09-20,2019-09-20T09:36:00+0900,2410,2410,2400,2410,48,083650
2019-09-20,2019-09-20T09:37:00+0900,2400,2400,2400,2400,50,083650
2019-09-20,2019-09-20T09:38:00+0900,2410,2410,2410,2410,1,083650
2019-09-20,2019-09-20T09:39:00+0900,2410,2410,2410,2410,0,083650
2019-09-20,2019-09-20T09:40:00+0900,2410,2410,2410,2410,0,083650
2019-09-20,2019-09-20T09:41:00+0900,2410,2410,2410,2410,767,083650
2019-09-20,2019-09-20T09:42:00+0900,2415,2415,2415,2415,815,083650
2019-09-20,2019-09-20T09:43:00+0900,2415,2415,2415,2415,0,083650
2019-09-20,2019-09-20T09:44:00+0900,2405,2405,2405,2405,2,083650
2019-09-20,2019-09-20T09:45:00+0900,2405,2415,2405,2410,52,083650
2019-09-20,2019-09-20T09:46:00+0900,2415,2415,2415,2415,1,083650
2019-09-20,2019-09-20T09:47:00+0900,2415,2415,2415,2415,0,083650
2019-09-20,2019-09-20T09:48:00+0900,2405,2405,2405,2405,943,083650
2019-09-20,2019-09-20T09:49:00+0900,2405,2405,2405,2405,0,083650
2019-09-20,2019-09-20T09:50:00+0900,2400,2400,2400,2400,4000,083650
2019-09-20,2019-09-20T09:51:00+0900,2400,2400,2400,2400,0,083650
2019-09-20,2019-09-20T09:52:00+0900,2400,2400,2400,2400,0,083650
2019-09-20,2019-09-20T09:53:00+0900,2400,2400,2400,2400,7154,083650
2019-09-20,2019-09-20T09:54:00+0900,2400,2400,2390,2390,8676,083650
2019-09-20,2019-09-20T09:55:00+0900,2400,2400,2390,2390,0,083650
2019-09-20,2019-09-20T09:56:00+0900,2400,2400,2390,2390,0,083650
2019-09-20,2019-09-20T09:57:00+0900,2395,2395,2395,2395,30,083650
2019-09-20,2019-09-20T09:58:00+0900,2395,2395,2395,2395,0,083650
2019-09-20,2019-09-20T09:59:00+0900,2395,2395,2395,2395,250,083650
2019-09-20,2019-09-20T10:00:00+0900,2395,2395,2395,2395,260,083650
2019-09-20,2019-09-20T10:01:00+0900,2395,2395,2395,2395,90,083650
2019-09-20,2019-09-20T10:02:00+0900,2395,2395,2395,2395,0,083650
2019-09-20,2019-09-20T10:03:00+0900,2400,2400,2400,2400,2,083650
2019-09-20,2019-09-20T10:04:00+0900,2400,2400,2400,2400,0,083650
2019-09-20,2019-09-20T10:05:00+0900,2400,2400,2400,2400,1,083650
2019-09-20,2019-09-20T10:06:00+0900,2400,2400,2400,2400,0,083650
2019-09-20,2019-09-20T10:07:00+0900,2400,2405,2400,2405,71,083650
2019-09-20,2019-09-20T10:08:00+0900,2405,2405,2405,2405,20,083650
2019-09-20,2019-09-20T10:09:00+0900,2405,2405,2405,2405,113,083650
2019-09-20,2019-09-20T10:10:00+0900,2405,2405,2405,2405,0,083650
2019-09-20,2019-09-20T10:11:00+0900,2405,2405,2405,2405,0,083650
2019-09-20,2019-09-20T10:12:00+0900,2405,2405,2405,2405,100,083650
2019-09-20,2019-09-20T10:13:00+0900,2405,2405,2405,2405,0,083650
2019-09-20,2019-09-20T10:14:00+0900,2410,2410,2410,2410,19,083650
2019-09-20,2019-09-20T10:15:00+0900,2410,2410,2410,2410,1,083650
2019-09-20,2019-09-20T10:16:00+0900,2410,2420,2410,2420,5465,083650
2019-09-20,2019-09-20T10:17:00+0900,2420,2420,2420,2420,20,083650
2019-09-20,2019-09-20T10:18:00+0900,2425,2430,2420,2420,3014,083650
2019-09-20,2019-09-20T10:19:00+0900,2430,2430,2430,2430,837,083650
2019-09-20,2019-09-20T10:20:00+0900,2420,2420,2420,2420,30,083650
2019-09-20,2019-09-20T10:21:00+0900,2420,2420,2420,2420,0,083650
2019-09-20,2019-09-20T10:22:00+0900,2420,2420,2420,2420,0,083650
2019-09-20,2019-09-20T10:23:00+0900,2420,2420,2420,2420,0,083650
2019-09-20,2019-09-20T10:24:00+0900,2420,2420,2420,2420,0,083650
2019-09-20,2019-09-20T10:25:00+0900,2425,2425,2420,2420,500,083650
2019-09-20,2019-09-20T10:26:00+0900,2425,2425,2420,2420,0,083650
2019-09-20,2019-09-20T10:27:00+0900,2425,2425,2420,2420,0,083650
2019-09-20,2019-09-20T10:28:00+0900,2420,2435,2420,2435,454,083650
2019-09-20,2019-09-20T10:29:00+0900,2420,2435,2420,2435,0,083650
2019-09-20,2019-09-20T10:30:00+0900,2420,2435,2420,2435,0,083650
2019-09-20,2019-09-20T10:31:00+0900,2430,2430,2430,2430,751,083650
