datetime,date,open,high,low,close,volume,symbol
2019-09-19 09:01:00+09:00,2019-09-19,2050,2050,2050,2050,500,329560
2019-09-19 09:01:00+09:00,2019-09-19,20500,20700,20500,20500,364,093050
2019-09-19 09:01:00+09:00,2019-09-19,10800,10800,10800,10800,1363,105740
2019-09-19 09:01:00+09:00,2019-09-19,3540,3540,3540,3540,501,126600
2019-09-19 09:01:00+09:00,2019-09-19,1165,1165,1150,1150,1085,011090
2019-09-19 09:01:00+09:00,2019-09-19,783,783,783,783,170,015590
2019-09-19 09:01:00+09:00,2019-09-19,2340,2340,2335,2335,350,123750
2019-09-19 09:01:00+09:00,2019-09-19,2630,2630,2610,2630,12307,250060
2019-09-19 09:01:00+09:00,2019-09-19,12550,12550,12550,12550,712,214150
2019-09-19 09:01:00+09:00,2019-09-19,2975,2975,2975,2975,1,003480
2019-09-19 09:01:00+09:00,2019-09-19,3930,3945,3920,3935,14500,004270
2019-09-19 09:01:00+09:00,2019-09-19,10750,10750,10750,10750,1031,109740
2019-09-19 09:01:00+09:00,2019-09-19,8960,8970,8960,8970,2,089140
2019-09-19 09:01:00+09:00,2019-09-19,3710,3710,3710,3710,199,053300
2019-09-19 09:01:00+09:00,2019-09-19,3710,3755,3700,3715,17599,218150
2019-09-19 09:01:00+09:00,2019-09-19,2055,2055,2055,2055,50,262830
2019-09-19 09:01:00+09:00,2019-09-19,10500,10500,10400,10400,455,267790
2019-09-19 09:04:00+09:00,2019-09-19,2110,2110,2110,2110,10,307070
2019-09-19 09:01:00+09:00,2019-09-19,5450,5450,5430,5430,253,131220
2019-09-19 09:01:00+09:00,2019-09-19,6410,6410,6410,6410,4,094850
2019-09-19 09:01:00+09:00,2019-09-19,136500,136500,136000,136000,1574,035720
2019-09-19 09:01:00+09:00,2019-09-19,13000,13000,13000,13000,844,256940
2019-09-19 09:01:00+09:00,2019-09-19,8650,8660,8610,8620,22567,012610
2019-09-19 09:01:00+09:00,2019-09-19,5240,5240,5240,5240,5,104700
2019-09-19 09:01:00+09:00,2019-09-19,2315,2315,2315,2315,111,052220
2019-09-19 09:14:00+09:00,2019-09-19,38050,38050,38050,38050,10,004700
2019-09-19 09:01:00+09:00,2019-09-19,31400,31400,31150,31150,214,112610
2019-09-19 09:01:00+09:00,2019-09-19,51200,51200,51100,51200,61,145990
2019-09-19 09:01:00+09:00,2019-09-19,3950,3955,3950,3955,27,197140
2019-09-19 09:01:00+09:00,2019-09-19,14150,14150,14150,14150,20,148250
2019-09-19 13:25:00+09:00,2019-09-19,2080,2080,2080,2080,106,291210
2019-09-19 09:01:00+09:00,2019-09-19,16250,16250,16250,16250,20,066620
2019-09-19 09:01:00+09:00,2019-09-19,40100,40250,40100,40250,2,107590
2019-09-19 09:01:00+09:00,2019-09-19,29400,29400,29250,29350,3758,035250
2019-09-19 09:01:00+09:00,2019-09-19,11900,12050,11900,12000,23098,286750
2019-09-19 14:32:00+09:00,2019-09-19,2920,2920,2920,2920,500,299670
2019-09-19 09:01:00+09:00,2019-09-19,5240,5240,5240,5240,50,078350
2019-09-19 09:01:00+09:00,2019-09-19,6720,6720,6720,6720,1,007590
2019-09-19 09:01:00+09:00,2019-09-19,16800,16800,16800,16800,1,003090
2019-09-19 09:01:00+09:00,2019-09-19,23550,23800,23550,23800,195,115180
2019-09-19 09:01:00+09:00,2019-09-19,2090,2090,2090,2090,4,322780
2019-09-19 09:01:00+09:00,2019-09-19,33750,33850,33750,33850,266,006840
2019-09-19 09:01:00+09:00,2019-09-19,4060,4060,4060,4060,15,038010
2019-09-19 09:01:00+09:00,2019-09-19,99400,99400,98700,98800,6878,010950
2019-09-19 09:01:00+09:00,2019-09-19,1770,1785,1760,1780,863220,047820
2019-09-19 09:01:00+09:00,2019-09-19,3750,3750,3750,3750,14,126560
2019-09-19 09:01:00+09:00,2019-09-19,28100,28100,28100,28100,262,099190
2019-09-19 09:01:00+09:00,2019-09-19,16500,16550,16500,16550,1126,039440
2019-09-19 09:01:00+09:00,2019-09-19,51300,51400,51300,51300,517,064960
2019-09-19 09:01:00+09:00,2019-09-19,32700,32850,32700,32750,8212,041510
2019-09-19 09:01:00+09:00,2019-09-19,2845,2880,2845,2880,10875,220630
2019-09-19 09:01:00+09:00,2019-09-19,3880,3880,3880,3880,20,008110
2019-09-19 09:01:00+09:00,2019-09-19,7300,7350,7300,7300,716,005420
2019-09-19 09:01:00+09:00,2019-09-19,11400,11400,11350,11350,3278,072870
2019-09-19 09:01:00+09:00,2019-09-19,18100,18150,18100,18100,916,001120
2019-09-19 09:01:00+09:00,2019-09-19,2135,2135,2135,2135,2,321260
2019-09-19 09:01:00+09:00,2019-09-19,20800,20850,20750,20800,525,025900
2019-09-19 09:02:00+09:00,2019-09-19,26850,26850,26850,26850,1,084670
2019-09-19 09:01:00+09:00,2019-09-19,1205,1210,1205,1210,7668,012160
2019-09-19 09:21:00+09:00,2019-09-19,1755,1755,1755,1755,1,152550
2019-09-19 09:01:00+09:00,2019-09-19,123500,124000,123500,123500,2897,009540
2019-09-19 09:01:00+09:00,2019-09-19,7080,7080,7080,7080,354,063570
2019-09-19 09:01:00+09:00,2019-09-19,53000,53100,53000,53000,157,183490
2019-09-19 09:01:00+09:00,2019-09-19,3220,3220,3220,3220,13641,078150
2019-09-19 09:01:00+09:00,2019-09-19,44750,44750,44750,44750,799,039130
2019-09-19 14:34:00+09:00,2019-09-19,3950,3950,3950,3950,300,162120
2019-09-19 09:01:00+09:00,2019-09-19,2930,2945,2930,2935,9014,111870
2019-09-19 09:01:00+09:00,2019-09-19,7540,7570,7540,7570,7874,139130
2019-09-19 09:01:00+09:00,2019-09-19,154000,154000,153500,153500,47,298020
2019-09-19 09:01:00+09:00,2019-09-19,25850,25850,25700,25750,2608,001450
2019-09-19 09:09:00+09:00,2019-09-19,4470,4470,4470,4470,200,069920
2019-09-19 09:01:00+09:00,2019-09-19,85700,85900,85600,85700,144,185750
2019-09-19 09:01:00+09:00,2019-09-19,3570,3570,3570,3570,21,093640
2019-09-19 09:01:00+09:00,2019-09-19,6200,6200,6200,6200,115,088260
2019-09-19 09:01:00+09:00,2019-09-19,11550,11650,11550,11600,453,052020
2019-09-19 09:01:00+09:00,2019-09-19,300500,300500,298000,298000,331,128940
2019-09-19 09:01:00+09:00,2019-09-19,177000,179500,177000,179500,4064,031430
2019-09-19 09:01:00+09:00,2019-09-19,24150,24250,24150,24250,2389,238490
2019-09-19 09:01:00+09:00,2019-09-19,626,626,626,626,3229,139050
2019-09-19 09:15:00+09:00,2019-09-19,14150,14150,14150,14150,1,303360
2019-09-19 09:01:00+09:00,2019-09-19,4385,4385,4380,4380,3289,013120
2019-09-19 09:01:00+09:00,2019-09-19,2665,2685,2665,2680,4254,269620
2019-09-19 09:01:00+09:00,2019-09-19,20150,20150,20150,20150,1,008500
2019-09-19 09:01:00+09:00,2019-09-19,8000,8000,8000,8000,18,101530
2019-09-19 09:01:00+09:00,2019-09-19,4240,4240,4240,4240,2,032850
2019-09-19 09:01:00+09:00,2019-09-19,533,534,533,534,323,005030
2019-09-19 09:01:00+09:00,2019-09-19,7880,7920,7880,7920,231,293940
2019-09-19 09:01:00+09:00,2019-09-19,80500,80700,80500,80700,85,001530
2019-09-19 09:01:00+09:00,2019-09-19,2490,2490,2490,2490,3957,024940
2019-09-19 09:01:00+09:00,2019-09-19,4245,4245,4245,4245,5901,128820
2019-09-19 09:01:00+09:00,2019-09-19,10250,10300,10200,10250,11476,104460
2019-09-19 09:01:00+09:00,2019-09-19,97300,97700,97300,97500,10004,009150
2019-09-19 09:01:00+09:00,2019-09-19,5220,5220,5220,5220,1452,095190
2019-09-19 09:01:00+09:00,2019-09-19,30200,30200,30100,30100,1156,063160
2019-09-19 09:01:00+09:00,2019-09-19,3615,3625,3615,3625,2002,027050
2019-09-19 09:01:00+09:00,2019-09-19,17100,17250,17050,17250,874,319660
2019-09-19 09:01:00+09:00,2019-09-19,22300,22300,22300,22300,203,234080
2019-09-19 09:01:00+09:00,2019-09-19,6600,6620,6550,6580,22357,003680
2019-09-19 09:01:00+09:00,2019-09-19,4495,4495,4495,4495,12,006920
2019-09-19 09:01:00+09:00,2019-09-19,22550,22550,22550,22550,92,115960
2019-09-19 09:01:00+09:00,2019-09-19,5200,5200,5200,5200,731,022100
2019-09-19 09:01:00+09:00,2019-09-19,2255,2260,2255,2260,5704,058860
2019-09-19 09:01:00+09:00,2019-09-19,8420,8420,8400,8410,527,251630
2019-09-19 09:01:00+09:00,2019-09-19,8080,8120,8080,8120,1871,264660
2019-09-19 09:01:00+09:00,2019-09-19,818,819,818,819,2,053060
2019-09-19 09:01:00+09:00,2019-09-19,1805,1805,1805,1805,6978,193250
2019-09-19 09:01:00+09:00,2019-09-19,85600,85700,85600,85600,640,001040
2019-09-19 09:01:00+09:00,2019-09-19,5330,5330,5330,5330,41,068790
2019-09-19 09:01:00+09:00,2019-09-19,18200,18250,18200,18250,1380,281820
2019-09-19 09:01:00+09:00,2019-09-19,1295,1300,1295,1300,16762,064800
2019-09-19 09:01:00+09:00,2019-09-19,103000,103000,102500,103000,2564,033780
2019-09-19 09:01:00+09:00,2019-09-19,28550,28550,28450,28450,2371,009420
2019-09-19 09:01:00+09:00,2019-09-19,2660,2660,2655,2655,787,092600
2019-09-19 10:17:00+09:00,2019-09-19,4985,4985,4985,4985,1,149010
2019-09-19 09:01:00+09:00,2019-09-19,439,439,439,439,1055,096300
2019-09-19 09:01:00+09:00,2019-09-19,9740,9740,9730,9730,728,025860
2019-09-19 09:01:00+09:00,2019-09-19,8590,8620,8590,8620,26,196300
2019-09-19 09:01:00+09:00,2019-09-19,2580,2580,2580,2580,12,054040
2019-09-19 09:01:00+09:00,2019-09-19,9990,10050,9860,9990,2460,006060
2019-09-19 09:01:00+09:00,2019-09-19,6180,6180,6180,6180,7,039290
2019-09-19 09:01:00+09:00,2019-09-19,2390,2390,2390,2390,1050,050540
2019-09-19 09:01:00+09:00,2019-09-19,2590,2595,2585,2585,13370,182360
2019-09-19 09:01:00+09:00,2019-09-19,4100,4120,4100,4120,7819,010170
2019-09-19 09:01:00+09:00,2019-09-19,3470,3470,3465,3465,845,154040
2019-09-19 09:01:00+09:00,2019-09-19,19750,19850,19750,19800,12438,298380
2019-09-19 09:01:00+09:00,2019-09-19,3425,3450,3425,3440,1845,014470
2019-09-19 09:01:00+09:00,2019-09-19,26100,26300,26100,26300,2220,066970
2019-09-19 09:01:00+09:00,2019-09-19,19950,19950,19950,19950,5,226320
2019-09-19 09:04:00+09:00,2019-09-19,62700,62700,62700,62700,5,034950
2019-09-19 09:01:00+09:00,2019-09-19,589,589,589,589,708,015020
2019-09-19 09:01:00+09:00,2019-09-19,6800,6820,6800,6820,1472,086890
2019-09-19 09:01:00+09:00,2019-09-19,25150,25150,25050,25050,665,089590
2019-09-19 09:01:00+09:00,2019-09-19,44700,45200,44700,44800,786,008930
2019-09-19 09:01:00+09:00,2019-09-19,9300,9330,9300,9300,779,017810
2019-09-19 09:01:00+09:00,2019-09-19,2095,2095,2090,2090,5738,900290
2019-09-19 09:01:00+09:00,2019-09-19,38050,38350,38050,38350,62,049950
2019-09-19 11:52:00+09:00,2019-09-19,6190,6190,6190,6190,10,217880
2019-09-19 09:01:00+09:00,2019-09-19,9700,9700,9700,9700,424,065510
2019-09-19 09:01:00+09:00,2019-09-19,7870,7870,7870,7870,5,149950
2019-09-19 09:01:00+09:00,2019-09-19,2605,2605,2605,2605,79,204630
2019-09-19 09:01:00+09:00,2019-09-19,8050,8090,8010,8090,3464,014100
2019-09-19 09:01:00+09:00,2019-09-19,4830,4930,4830,4910,18153,046120
2019-09-19 09:06:00+09:00,2019-09-19,8490,8490,8490,8490,10,010400
2019-09-19 09:01:00+09:00,2019-09-19,14000,14000,14000,14000,61,042420
2019-09-19 09:01:00+09:00,2019-09-19,20800,20800,20800,20800,708,194700
2019-09-19 09:01:00+09:00,2019-09-19,1550,1550,1540,1540,2738,023960
2019-09-19 09:01:00+09:00,2019-09-19,4325,4325,4190,4190,250,023790
2019-09-19 09:01:00+09:00,2019-09-19,2480,2480,2405,2470,10513,178780
2019-09-19 09:01:00+09:00,2019-09-19,2425,2425,2421,2421,230,098660
2019-09-19 09:01:00+09:00,2019-09-19,1400,1420,1400,1420,3851,058450
2019-09-19 09:01:00+09:00,2019-09-19,1970,1995,1970,1995,1349,072520
2019-09-19 09:01:00+09:00,2019-09-19,1840,1840,1840,1840,60,048870
2019-09-19 09:01:00+09:00,2019-09-19,2095,2095,2095,2095,12,281410
2019-09-19 09:01:00+09:00,2019-09-19,40450,40450,40450,40450,10,029530
2019-09-19 09:01:00+09:00,2019-09-19,5180,5220,5180,5220,5825,033540
2019-09-19 09:01:00+09:00,2019-09-19,932,934,930,931,114328,009810
2019-09-19 09:45:00+09:00,2019-09-19,69400,69500,69400,69500,12,017390
2019-09-19 09:01:00+09:00,2019-09-19,1140,1140,1140,1140,228,065060
2019-09-19 09:01:00+09:00,2019-09-19,12950,13000,12900,12950,26735,054450
2019-09-19 09:01:00+09:00,2019-09-19,5340,5340,5340,5340,298,023800
2019-09-19 09:01:00+09:00,2019-09-19,733,738,733,738,1841,019550
2019-09-19 09:01:00+09:00,2019-09-19,1270,1270,1270,1270,29,099350
2019-09-19 09:05:00+09:00,2019-09-19,63300,63300,63300,63300,7,002170
2019-09-19 09:01:00+09:00,2019-09-19,19650,19650,19550,19550,45,090360
2019-09-19 09:01:00+09:00,2019-09-19,83300,83600,83300,83600,116,239610
2019-09-19 09:01:00+09:00,2019-09-19,4910,4910,4910,4910,69,062860
2019-09-19 09:01:00+09:00,2019-09-19,647,648,647,648,5,058530
2019-09-19 09:01:00+09:00,2019-09-19,4865,4865,4855,4855,6118,003520
2019-09-19 09:01:00+09:00,2019-09-19,27700,27750,27700,27750,175,051500
2019-09-19 09:01:00+09:00,2019-09-19,8910,8910,8870,8870,1851,041920
2019-09-19 09:01:00+09:00,2019-09-19,525000,526000,525000,526000,496,036570
2019-09-19 09:01:00+09:00,2019-09-19,5500,5500,5500,5500,5051,009780
2019-09-19 09:01:00+09:00,2019-09-19,7660,7750,7660,7750,1777,064550
2019-09-19 09:01:00+09:00,2019-09-19,14400,14450,14350,14400,8663,313760
2019-09-19 09:02:00+09:00,2019-09-19,6490,6490,6490,6490,1,048910
2019-09-19 09:01:00+09:00,2019-09-19,38500,38500,38500,38500,383,208340
2019-09-19 09:01:00+09:00,2019-09-19,12100,12100,12100,12100,336,052790
2019-09-19 09:09:00+09:00,2019-09-19,36000,36000,36000,36000,1,005810
2019-09-19 09:01:00+09:00,2019-09-19,107000,108000,107000,108000,138,300720
2019-09-19 09:01:00+09:00,2019-09-19,1705,1740,1705,1740,12,073010
2019-09-19 09:01:00+09:00,2019-09-19,3105,3105,3105,3105,3,025530
2019-09-19 13:18:00+09:00,2019-09-19,7480,7480,7480,7480,25,284420
2019-09-19 09:02:00+09:00,2019-09-19,48650,48650,48650,48650,22,009970
2019-09-19 09:01:00+09:00,2019-09-19,205,205,205,205,25099,223310
2019-09-19 09:01:00+09:00,2019-09-19,9490,9490,9490,9490,101,227610
2019-09-19 09:01:00+09:00,2019-09-19,6670,6750,6670,6750,1161,275630
2019-09-19 09:02:00+09:00,2019-09-19,3730,3730,3730,3730,1,038950
2019-09-19 09:58:00+09:00,2019-09-19,9890,9890,9890,9890,534,327610
2019-09-19 09:01:00+09:00,2019-09-19,14050,14050,13900,13900,325,263720
2019-09-19 09:01:00+09:00,2019-09-19,2245,2245,2245,2245,401,083650
2019-09-19 09:01:00+09:00,2019-09-19,762,762,762,762,108,018470
2019-09-19 09:01:00+09:00,2019-09-19,1125,1140,1105,1140,264070,035290
2019-09-19 09:01:00+09:00,2019-09-19,2150,2155,2150,2155,1099,034830
2019-09-19 09:01:00+09:00,2019-09-19,84200,84600,84200,84300,183,170900
2019-09-19 09:01:00+09:00,2019-09-19,11700,11700,11700,11700,89,069510
2019-09-19 09:01:00+09:00,2019-09-19,3660,3660,3660,3660,398,072130
2019-09-19 09:01:00+09:00,2019-09-19,71300,72300,71300,72300,53623,032500
2019-09-19 09:01:00+09:00,2019-09-19,42400,42500,42400,42400,406,120110
2019-09-19 09:01:00+09:00,2019-09-19,4120,4120,4115,4115,496,036000
2019-09-19 09:01:00+09:00,2019-09-19,2945,2945,2920,2920,1281,220180
2019-09-19 09:01:00+09:00,2019-09-19,1725,1735,1720,1725,63953,005390
2019-09-19 09:01:00+09:00,2019-09-19,9100,9100,9100,9100,124,049830
2019-09-19 09:01:00+09:00,2019-09-19,2750,2760,2720,2740,323053,073560
2019-09-19 09:01:00+09:00,2019-09-19,4810,4810,4810,4810,162,039340
2019-09-19 09:03:00+09:00,2019-09-19,27600,27600,27600,27600,2,267290
2019-09-19 09:01:00+09:00,2019-09-19,24750,24750,24650,24750,4477,178320
2019-09-19 09:01:00+09:00,2019-09-19,9950,9950,9950,9950,265,090850
2019-09-19 09:01:00+09:00,2019-09-19,14650,14700,14650,14650,7944,122990
2019-09-19 09:01:00+09:00,2019-09-19,6300,6300,6300,6300,1,079980
2019-09-19 09:01:00+09:00,2019-09-19,5490,5490,5490,5490,3,123330
2019-09-19 09:01:00+09:00,2019-09-19,43550,43550,43350,43400,19894,000270
2019-09-19 09:01:00+09:00,2019-09-19,3935,3945,3925,3930,86901,004770
2019-09-19 09:01:00+09:00,2019-09-19,8150,8150,8150,8150,763,080470
2019-09-19 09:01:00+09:00,2019-09-19,1120,1120,1115,1115,1052,064090
2019-09-19 09:01:00+09:00,2019-09-19,19250,19350,19250,19350,549,044340
2019-09-19 09:01:00+09:00,2019-09-19,36500,36500,36200,36200,2267,016360
2019-09-19 09:01:00+09:00,2019-09-19,64100,64400,63900,63900,859,009240
2019-09-19 09:01:00+09:00,2019-09-19,7560,7600,7500,7500,115933,060590
2019-09-19 09:01:00+09:00,2019-09-19,804,804,804,804,454,001620
2019-09-19 09:01:00+09:00,2019-09-19,2245,2250,2230,2240,18920,900340
2019-09-19 09:01:00+09:00,2019-09-19,10550,10550,10550,10550,25,117730
2019-09-19 09:01:00+09:00,2019-09-19,9820,9840,9800,9840,2066,004980
2019-09-19 09:01:00+09:00,2019-09-19,1640,1640,1635,1635,1030,005320
2019-09-19 09:02:00+09:00,2019-09-19,9170,9170,9170,9170,1,217950
2019-09-19 09:01:00+09:00,2019-09-19,26300,26300,26300,26300,1,034300
2019-09-19 09:01:00+09:00,2019-09-19,4380,4380,4380,4380,33,091970
2019-09-19 09:01:00+09:00,2019-09-19,1630,1630,1630,1630,850,078650
2019-09-19 09:01:00+09:00,2019-09-19,2625,2625,2625,2625,345,067770
2019-09-19 09:01:00+09:00,2019-09-19,5930,5930,5930,5930,349,094820
2019-09-19 09:01:00+09:00,2019-09-19,3300,3330,3300,3330,1250,103590
2019-09-19 09:02:00+09:00,2019-09-19,2060,2060,2060,2060,1,115480
2019-09-19 09:01:00+09:00,2019-09-19,10900,10900,10900,10900,51,210540
2019-09-19 09:09:00+09:00,2019-09-19,2530,2530,2530,2530,1,149300
2019-09-19 09:01:00+09:00,2019-09-19,6280,6280,6250,6250,33,104200
2019-09-19 09:01:00+09:00,2019-09-19,4620,4625,4620,4620,64,016610
2019-09-19 09:01:00+09:00,2019-09-19,1310,1325,1305,1320,16868,009730
2019-09-19 09:01:00+09:00,2019-09-19,3590,3590,3590,3590,629,100700
2019-09-19 09:01:00+09:00,2019-09-19,9120,9120,9000,9000,31,004200
2019-09-19 09:02:00+09:00,2019-09-19,7270,7270,7270,7270,5,000700
2019-09-19 09:01:00+09:00,2019-09-19,1680,1680,1680,1680,1888,057880
2019-09-19 09:01:00+09:00,2019-09-19,1950,1955,1940,1955,15166,021080
2019-09-19 09:01:00+09:00,2019-09-19,5220,5220,5220,5220,2020,091810
2019-09-19 09:01:00+09:00,2019-09-19,2285,2285,2255,2255,3374,307160
2019-09-19 09:01:00+09:00,2019-09-19,3980,3980,3980,3980,10,215570
2019-09-19 09:01:00+09:00,2019-09-19,2055,2055,2055,2055,604,323940
2019-09-19 09:01:00+09:00,2019-09-19,951,951,951,951,100,082850
2019-09-19 09:01:00+09:00,2019-09-19,2180,2195,2180,2195,21329,031330
2019-09-19 09:01:00+09:00,2019-09-19,19400,19500,19350,19400,7446,094940
2019-09-19 09:01:00+09:00,2019-09-19,5650,5670,5650,5670,6739,126880
2019-09-19 09:01:00+09:00,2019-09-19,80600,80600,80300,80600,43890,000660
2019-09-19 09:01:00+09:00,2019-09-19,35500,35800,35500,35800,1546,196170
2019-09-19 09:01:00+09:00,2019-09-19,10550,10550,10550,10550,5,241690
2019-09-19 09:06:00+09:00,2019-09-19,12400,12400,12400,12400,1,004360
2019-09-19 09:43:00+09:00,2019-09-19,547,547,547,547,50,288490
2019-09-19 09:01:00+09:00,2019-09-19,3060,3075,3050,3050,36,064480
2019-09-19 09:01:00+09:00,2019-09-19,8070,8120,8060,8120,55713,100660
2019-09-19 10:03:00+09:00,2019-09-19,13550,13550,13550,13550,670,180060
2019-09-19 09:01:00+09:00,2019-09-19,4065,4065,4065,4065,15,045300
2019-09-19 09:01:00+09:00,2019-09-19,20550,20600,20450,20500,38236,097520
2019-09-19 14:02:00+09:00,2019-09-19,1445,1445,1445,1445,725,224020
2019-09-19 09:01:00+09:00,2019-09-19,6800,6820,6800,6810,5531,001230
2019-09-19 09:01:00+09:00,2019-09-19,9360,9360,9360,9360,33,053210
2019-09-19 09:01:00+09:00,2019-09-19,1335,1345,1320,1340,2241327,000890
2019-09-19 09:01:00+09:00,2019-09-19,571,576,570,576,51743,038880
2019-09-19 09:14:00+09:00,2019-09-19,66800,66800,66800,66800,13,215000
2019-09-19 09:01:00+09:00,2019-09-19,2630,2630,2630,2630,13,030210
2019-09-19 09:01:00+09:00,2019-09-19,34800,34800,34800,34800,117,214450
2019-09-19 09:01:00+09:00,2019-09-19,3805,3805,3805,3805,1223,263800
2019-09-19 09:01:00+09:00,2019-09-19,29600,29600,29350,29500,1978,086820
2019-09-19 09:01:00+09:00,2019-09-19,6270,6290,6270,6290,1724,012700
2019-09-19 09:01:00+09:00,2019-09-19,17450,17450,17450,17450,3,152330
2019-09-19 09:01:00+09:00,2019-09-19,2120,2120,2120,2120,336,009320
2019-09-19 09:01:00+09:00,2019-09-19,6800,6800,6800,6800,62,084010
2019-09-19 09:01:00+09:00,2019-09-19,12750,12850,12750,12850,42,052330
2019-09-19 09:01:00+09:00,2019-09-19,5430,5440,5430,5430,2365,001740
2019-09-19 09:01:00+09:00,2019-09-19,9380,9380,9360,9360,4881,317830
2019-09-19 09:01:00+09:00,2019-09-19,85700,85800,85700,85800,1955,008770
2019-09-19 09:01:00+09:00,2019-09-19,1425,1425,1425,1425,20,017650
2019-09-19 09:01:00+09:00,2019-09-19,2575,2575,2520,2520,31521,043200
2019-09-19 09:01:00+09:00,2019-09-19,25350,25450,25350,25450,88,191420
2019-09-19 09:01:00+09:00,2019-09-19,8220,8220,8220,8220,4,007330
2019-09-19 09:01:00+09:00,2019-09-19,5620,5620,5620,5620,305,102260
2019-09-19 09:01:00+09:00,2019-09-19,4500,4500,4500,4500,5204,025620
2019-09-19 09:01:00+09:00,2019-09-19,6820,6820,6820,6820,200,021320
2019-09-19 09:01:00+09:00,2019-09-19,7470,7470,7470,7470,30,036890
2019-09-19 09:01:00+09:00,2019-09-19,2105,2110,2105,2110,2202,037230
2019-09-19 09:01:00+09:00,2019-09-19,2055,2055,2055,2055,30,328380
2019-09-19 09:48:00+09:00,2019-09-19,3550,3550,3550,3550,2,136660
2019-09-19 09:01:00+09:00,2019-09-19,6760,6760,6760,6760,60,051360
2019-09-19 09:01:00+09:00,2019-09-19,4245,4255,4235,4255,761,155660
2019-09-19 09:01:00+09:00,2019-09-19,3490,3490,3490,3490,1636,118990
2019-09-19 09:01:00+09:00,2019-09-19,20450,20450,20400,20400,1154,102710
2019-09-19 09:01:00+09:00,2019-09-19,2835,2835,2830,2830,30,002710
2019-09-19 09:01:00+09:00,2019-09-19,10200,10200,10200,10200,33,033240
2019-09-19 09:01:00+09:00,2019-09-19,2325,2325,2325,2325,126,021650
2019-09-19 09:01:00+09:00,2019-09-19,23450,23450,23350,23350,83,216050
2019-09-19 09:01:00+09:00,2019-09-19,2360,2360,2355,2355,796,128660
2019-09-19 10:21:00+09:00,2019-09-19,3455,3455,3455,3455,354,232680
2019-09-19 09:01:00+09:00,2019-09-19,8160,8160,8160,8160,10,281310
2019-09-19 09:01:00+09:00,2019-09-19,316000,316500,316000,316500,422,207940
2019-09-19 09:01:00+09:00,2019-09-19,10150,10150,10050,10100,50304,047310
2019-09-19 09:01:00+09:00,2019-09-19,3865,3865,3825,3850,248,043610
2019-09-19 09:01:00+09:00,2019-09-19,3725,3750,3725,3740,30332,014990
2019-09-19 09:01:00+09:00,2019-09-19,15500,15500,15500,15500,5,003220
2019-09-19 14:32:00+09:00,2019-09-19,8410,8410,8410,8410,200,243870
2019-09-19 09:01:00+09:00,2019-09-19,2010,2035,2010,2035,48808,007720
2019-09-19 09:01:00+09:00,2019-09-19,3435,3435,3435,3435,1,083420
2019-09-19 09:01:00+09:00,2019-09-19,957,957,953,957,493,002880
2019-09-19 09:01:00+09:00,2019-09-19,5480,5480,5480,5480,150,006370
2019-09-19 09:01:00+09:00,2019-09-19,16900,17000,16850,16950,11243,090460
2019-09-19 09:01:00+09:00,2019-09-19,1740,1745,1740,1740,5189,068330
2019-09-19 09:01:00+09:00,2019-09-19,1515,1515,1515,1515,1,024890
2019-09-19 09:01:00+09:00,2019-09-19,16700,16700,16700,16700,80,249420
2019-09-19 09:01:00+09:00,2019-09-19,4260,4265,4260,4260,143,168330
2019-09-19 09:01:00+09:00,2019-09-19,5540,5790,5490,5710,750091,033320
2019-09-19 09:01:00+09:00,2019-09-19,1425,1435,1420,1420,2799,032980
2019-09-19 09:02:00+09:00,2019-09-19,3000,3295,3000,3295,2,285770
2019-09-19 09:01:00+09:00,2019-09-19,71700,71700,71300,71300,2005,253450
2019-09-19 09:14:00+09:00,2019-09-19,4005,4005,4005,4005,5,085910
2019-09-19 09:01:00+09:00,2019-09-19,16550,16650,16550,16650,34,260930
2019-09-19 09:01:00+09:00,2019-09-19,6790,6790,6780,6780,13,109080
2019-09-19 09:01:00+09:00,2019-09-19,1415,1415,1415,1415,1938,131090
2019-09-19 09:08:00+09:00,2019-09-19,6300,6300,6300,6300,1084,266170
2019-09-19 09:01:00+09:00,2019-09-19,2880,2880,2870,2870,1975,043360
2019-09-19 09:01:00+09:00,2019-09-19,7750,7780,7750,7780,718,222040
2019-09-19 09:01:00+09:00,2019-09-19,820,821,810,810,1496,051980
2019-09-19 09:01:00+09:00,2019-09-19,6380,6410,6380,6410,560,263020
2019-09-19 09:01:00+09:00,2019-09-19,9950,10000,9940,10000,6109,054620
2019-09-19 09:01:00+09:00,2019-09-19,17450,17450,17450,17450,2,002300
2019-09-19 09:01:00+09:00,2019-09-19,3685,3725,3665,3680,253896,093380
2019-09-19 09:01:00+09:00,2019-09-19,4960,4965,4950,4950,3591,037350
2019-09-19 11:17:00+09:00,2019-09-19,8000,8000,8000,8000,1000,065370
2019-09-19 09:03:00+09:00,2019-09-19,23150,23150,23150,23150,31,013580
2019-09-19 09:01:00+09:00,2019-09-19,80100,80800,80100,80200,2258,021240
2019-09-19 09:01:00+09:00,2019-09-19,237500,237500,236500,237000,3678,005490
2019-09-19 09:03:00+09:00,2019-09-19,8050,8050,8050,8050,90,097870
2019-09-19 09:01:00+09:00,2019-09-19,14450,14450,14450,14450,121,176440
2019-09-19 09:01:00+09:00,2019-09-19,2175,2175,2175,2175,5,017900
2019-09-19 09:01:00+09:00,2019-09-19,409,409,406,406,911,044380
